task_id,task_type,domain,prompt,expected_answer,expected_format,risk_level,safety_required,max_latency_ms,max_cost_usd,min_quality_score,allowed_model_classes,evaluation_slice,golden_label,latency_sensitive_flag,cost_sensitive_flag,domain_specialized_flag,created_at
task_01476,classification,legal,Synthetic legal request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in legal.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",legal_classification_high,legal:classification:high,False,False,False,2026-01-15T12:00:00+00:00
task_01477,extraction,software_engineering,Synthetic software_engineering request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in software_engineering.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_extraction_low,software_engineering:extraction:low,False,False,False,2026-01-15T12:00:00+00:00
task_01478,summarization,general_business,Synthetic general_business request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in general_business.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_summarization_low,general_business:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_01479,retrieval_qa,finance,Synthetic finance request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in finance.,markdown,high,True,1600,0.0009,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_retrieval_qa_high,finance:retrieval_qa:high,False,True,False,2026-01-15T12:00:00+00:00
task_01480,policy_answering,healthcare,Synthetic healthcare request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in healthcare.,markdown,high,True,450,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_policy_answering_high,healthcare:policy_answering:high,True,False,False,2026-01-15T12:00:00+00:00
task_01481,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_01482,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_01483,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_01484,customer_support_response,customer_support,Synthetic customer_support request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in customer_support.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_customer_support_response_low,customer_support:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00
task_01485,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,medium,False,900,0.003,0.76,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_medium,software_engineering:code_assistance:medium,False,False,True,2026-01-15T12:00:00+00:00
task_01486,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_01487,batch_low_risk_summary,general_business,Synthetic general_business request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in general_business.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_batch_low_risk_summary_low,general_business:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00
task_01488,classification,healthcare,Synthetic healthcare request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in healthcare.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_classification_high,healthcare:classification:high,False,False,False,2026-01-15T12:00:00+00:00
task_01489,extraction,insurance,Synthetic insurance request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in insurance.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",insurance_extraction_low,insurance:extraction:low,False,False,False,2026-01-15T12:00:00+00:00
task_01490,summarization,cybersecurity,Synthetic cybersecurity request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in cybersecurity.,markdown,medium,False,900,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",cybersecurity_summarization_medium,cybersecurity:summarization:medium,False,False,False,2026-01-15T12:00:00+00:00
task_01491,retrieval_qa,retail,Synthetic retail request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in retail.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_retrieval_qa_low,retail:retrieval_qa:low,False,False,False,2026-01-15T12:00:00+00:00
task_01492,policy_answering,customer_support,Synthetic customer_support request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in customer_support.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",customer_support_policy_answering_high,customer_support:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00
task_01493,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_01494,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_01495,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,medium,False,900,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_medium,finance:finance_explanation:medium,False,False,True,2026-01-15T12:00:00+00:00
task_01496,customer_support_response,finance,Synthetic finance request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in finance.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_customer_support_response_low,finance:customer_support_response:low,False,True,False,2026-01-15T12:00:00+00:00
task_01497,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00
task_01498,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_01499,batch_low_risk_summary,cybersecurity,Synthetic cybersecurity request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in cybersecurity.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",cybersecurity_batch_low_risk_summary_low,cybersecurity:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00
task_01500,classification,customer_support,Synthetic customer_support request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in customer_support.,json,medium,False,450,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_classification_medium,customer_support:classification:medium,True,False,False,2026-01-15T12:00:00+00:00
task_01501,extraction,legal,Synthetic legal request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in legal.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",legal_extraction_low,legal:extraction:low,False,False,False,2026-01-15T12:00:00+00:00
task_01502,summarization,software_engineering,Synthetic software_engineering request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_summarization_low,software_engineering:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_01503,retrieval_qa,general_business,Synthetic general_business request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in general_business.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_retrieval_qa_low,general_business:retrieval_qa:low,False,False,False,2026-01-15T12:00:00+00:00
task_01504,policy_answering,finance,Synthetic finance request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in finance.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_policy_answering_high,finance:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00
task_01505,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_01506,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_01507,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_01508,customer_support_response,retail,Synthetic retail request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in retail.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_customer_support_response_low,retail:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00
task_01509,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00
task_01510,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_01511,batch_low_risk_summary,software_engineering,Synthetic software_engineering request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in software_engineering.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_batch_low_risk_summary_low,software_engineering:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00
task_01512,classification,finance,Synthetic finance request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_classification_high,finance:classification:high,False,False,False,2026-01-15T12:00:00+00:00
task_01513,extraction,healthcare,Synthetic healthcare request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in healthcare.,json,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",healthcare_extraction_low,healthcare:extraction:low,False,True,False,2026-01-15T12:00:00+00:00
task_01514,summarization,insurance,Synthetic insurance request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in insurance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",insurance_summarization_low,insurance:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_01515,retrieval_qa,cybersecurity,Synthetic cybersecurity request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in cybersecurity.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",cybersecurity_retrieval_qa_high,cybersecurity:retrieval_qa:high,False,False,False,2026-01-15T12:00:00+00:00
task_01516,policy_answering,retail,Synthetic retail request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in retail.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",retail_policy_answering_high,retail:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00
task_01517,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_01518,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_01519,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_01520,customer_support_response,general_business,Synthetic general_business request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in general_business.,markdown,medium,False,450,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_customer_support_response_medium,general_business:customer_support_response:medium,True,False,False,2026-01-15T12:00:00+00:00
task_01521,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00
task_01522,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_01523,batch_low_risk_summary,insurance,Synthetic insurance request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in insurance.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",insurance_batch_low_risk_summary_low,insurance:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00
task_01524,classification,retail,Synthetic retail request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in retail.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_classification_low,retail:classification:low,False,False,False,2026-01-15T12:00:00+00:00
task_01525,extraction,customer_support,Synthetic customer_support request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in customer_support.,json,medium,False,900,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_extraction_medium,customer_support:extraction:medium,False,False,False,2026-01-15T12:00:00+00:00
task_01526,summarization,legal,Synthetic legal request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in legal.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",legal_summarization_low,legal:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_01527,retrieval_qa,software_engineering,Synthetic software_engineering request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_retrieval_qa_low,software_engineering:retrieval_qa:low,False,False,False,2026-01-15T12:00:00+00:00
task_01528,policy_answering,general_business,Synthetic general_business request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in general_business.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",general_business_policy_answering_high,general_business:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00
task_01529,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_01530,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0009,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,True,True,2026-01-15T12:00:00+00:00
task_01531,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_01532,customer_support_response,cybersecurity,Synthetic cybersecurity request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in cybersecurity.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",cybersecurity_customer_support_response_low,cybersecurity:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00
task_01533,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00
task_01534,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_01535,batch_low_risk_summary,legal,Synthetic legal request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in legal.,markdown,medium,False,900,0.0009,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",legal_batch_low_risk_summary_medium,legal:batch_low_risk_summary:medium,False,True,False,2026-01-15T12:00:00+00:00
task_01536,classification,general_business,Synthetic general_business request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in general_business.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_classification_low,general_business:classification:low,False,False,False,2026-01-15T12:00:00+00:00
task_01537,extraction,finance,Synthetic finance request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in finance.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_extraction_low,finance:extraction:low,False,False,False,2026-01-15T12:00:00+00:00
task_01538,summarization,healthcare,Synthetic healthcare request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in healthcare.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",healthcare_summarization_low,healthcare:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_01539,retrieval_qa,insurance,Synthetic insurance request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in insurance.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",insurance_retrieval_qa_high,insurance:retrieval_qa:high,False,False,False,2026-01-15T12:00:00+00:00
task_01540,policy_answering,cybersecurity,Synthetic cybersecurity request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in cybersecurity.,markdown,high,True,450,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",cybersecurity_policy_answering_high,cybersecurity:policy_answering:high,True,False,False,2026-01-15T12:00:00+00:00
task_01541,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_01542,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_01543,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_01544,customer_support_response,software_engineering,Synthetic software_engineering request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_customer_support_response_low,software_engineering:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00
task_01545,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,medium,False,900,0.003,0.76,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_medium,software_engineering:code_assistance:medium,False,False,True,2026-01-15T12:00:00+00:00
