task_id,model_id,response_text,simulated_quality_score,simulated_safety_score,simulated_latency_ms,simulated_cost_usd,simulated_reliability_score,simulated_refusal_flag,format_valid_flag,error_flag,timeout_flag,confidence_score
task_01858,cheap_batch_model,Simulated Cheap Batch Model response for safety_sensitive_answer in healthcare.,0.364,0.58,640,0.000403,0.93,False,False,False,False,0.6247
task_01858,experimental_canary_model,Simulated Experimental Canary Model response for safety_sensitive_answer in healthcare.,0.844,0.84,940,0.004704,0.9,False,True,False,False,0.8613
task_01858,fallback_model,Simulated Fallback Model response for safety_sensitive_answer in healthcare.,0.644,0.91,720,0.002016,0.99,False,True,False,False,0.848
task_01859,fast_small_model,Simulated Fast Small Model response for batch_low_risk_summary in legal.,0.636,0.68,231,0.00063,0.94,False,True,False,False,0.752
task_01859,balanced_general_model,Simulated Balanced General Model response for batch_low_risk_summary in legal.,0.766,0.82,682,0.00288,0.96,False,True,False,False,0.8487
task_01859,accurate_large_model,Simulated Accurate Large Model response for batch_low_risk_summary in legal.,0.876,0.87,1417,0.0108,0.95,False,True,False,False,0.8987
task_01859,safety_guarded_model,Simulated Safety Guarded Model response for batch_low_risk_summary in legal.,0.816,0.96,945,0.00684,0.97,False,True,False,False,0.9153
task_01859,finance_domain_model,Simulated Finance Domain Model response for batch_low_risk_summary in legal.,0.656,0.88,819,0.00486,0.95,False,True,False,False,0.8287
task_01859,healthcare_domain_model,Simulated Healthcare Domain Model response for batch_low_risk_summary in legal.,0.666,0.94,861,0.0054,0.96,False,True,False,False,0.8553
task_01859,code_specialist_model,Simulated Code Specialist Model response for batch_low_risk_summary in legal.,0.646,0.76,651,0.00396,0.94,False,True,False,False,0.782
task_01859,cheap_batch_model,Simulated Cheap Batch Model response for batch_low_risk_summary in legal.,0.576,0.7,441,0.000324,0.93,False,True,False,False,0.7353
task_01859,experimental_canary_model,Simulated Experimental Canary Model response for batch_low_risk_summary in legal.,0.796,0.84,756,0.00378,0.85,False,True,False,False,0.8287
task_01859,fallback_model,Simulated Fallback Model response for batch_low_risk_summary in legal.,0.596,0.91,525,0.00162,0.99,False,True,False,False,0.832
task_01860,fast_small_model,Simulated Fast Small Model response for classification in general_business.,0.64,0.68,242,0.00035,0.94,False,True,False,False,0.7533
task_01860,balanced_general_model,Simulated Balanced General Model response for classification in general_business.,0.77,0.82,715,0.0016,0.96,False,True,False,False,0.85
task_01860,accurate_large_model,Simulated Accurate Large Model response for classification in general_business.,0.88,0.87,1485,0.006,0.95,False,True,False,True,0.9
task_01860,safety_guarded_model,Simulated Safety Guarded Model response for classification in general_business.,0.82,0.96,990,0.0038,0.97,False,True,False,True,0.9167
task_01860,finance_domain_model,Simulated Finance Domain Model response for classification in general_business.,0.84,0.88,858,0.0027,0.95,False,True,False,True,0.89
task_01860,healthcare_domain_model,Simulated Healthcare Domain Model response for classification in general_business.,0.85,0.94,902,0.003,0.96,False,True,False,True,0.9167
task_01860,code_specialist_model,Simulated Code Specialist Model response for classification in general_business.,0.83,0.76,682,0.0022,0.94,False,True,False,False,0.8433
task_01860,cheap_batch_model,Simulated Cheap Batch Model response for classification in general_business.,0.68,0.7,462,0.00018,0.93,False,True,False,False,0.77
task_01860,experimental_canary_model,Simulated Experimental Canary Model response for classification in general_business.,0.88,0.84,792,0.0021,0.9,False,True,False,True,0.8733
task_01860,fallback_model,Simulated Fallback Model response for classification in general_business.,0.6,0.91,550,0.0009,0.99,False,True,False,False,0.8333
task_01861,fast_small_model,Simulated Fast Small Model response for extraction in finance.,0.644,0.68,252,0.00042,0.94,False,True,False,False,0.7547
task_01861,balanced_general_model,Simulated Balanced General Model response for extraction in finance.,0.774,0.82,747,0.00192,0.96,False,True,False,False,0.8513
task_01861,accurate_large_model,Simulated Accurate Large Model response for extraction in finance.,0.884,0.87,1552,0.0072,0.95,False,True,False,False,0.9013
task_01861,safety_guarded_model,Simulated Safety Guarded Model response for extraction in finance.,0.824,0.96,1035,0.00456,0.97,False,True,False,False,0.918
task_01861,finance_domain_model,Simulated Finance Domain Model response for extraction in finance.,0.934,0.88,896,0.00324,0.95,False,True,False,False,0.9213
task_01861,healthcare_domain_model,Simulated Healthcare Domain Model response for extraction in finance.,0.674,0.94,942,0.0036,0.96,False,True,False,False,0.858
task_01861,code_specialist_model,Simulated Code Specialist Model response for extraction in finance.,0.654,0.76,713,0.00264,0.94,False,True,False,False,0.7847
task_01861,cheap_batch_model,Simulated Cheap Batch Model response for extraction in finance.,0.504,0.7,482,0.000216,0.93,False,False,False,False,0.7113
task_01861,experimental_canary_model,Simulated Experimental Canary Model response for extraction in finance.,0.884,0.84,827,0.00252,0.9,False,True,False,False,0.8747
task_01861,fallback_model,Simulated Fallback Model response for extraction in finance.,0.604,0.91,575,0.00108,0.99,False,True,False,False,0.8347
task_01862,fast_small_model,Simulated Fast Small Model response for summarization in healthcare.,0.648,0.68,187,0.00049,0.94,False,True,False,False,0.756
task_01862,balanced_general_model,Simulated Balanced General Model response for summarization in healthcare.,0.778,0.82,552,0.00224,0.96,False,True,False,False,0.8527
task_01862,accurate_large_model,Simulated Accurate Large Model response for summarization in healthcare.,0.888,0.87,1147,0.0084,0.95,False,True,False,False,0.9027
task_01862,safety_guarded_model,Simulated Safety Guarded Model response for summarization in healthcare.,0.828,0.96,765,0.00532,0.97,False,True,False,False,0.9193
task_01862,finance_domain_model,Simulated Finance Domain Model response for summarization in healthcare.,0.668,0.88,663,0.00378,0.95,False,True,False,False,0.8327
task_01862,healthcare_domain_model,Simulated Healthcare Domain Model response for summarization in healthcare.,0.948,0.94,697,0.0042,0.96,False,True,False,False,0.9493
task_01862,code_specialist_model,Simulated Code Specialist Model response for summarization in healthcare.,0.658,0.76,527,0.00308,0.94,False,True,False,False,0.786
task_01862,cheap_batch_model,Simulated Cheap Batch Model response for summarization in healthcare.,0.508,0.7,357,0.000252,0.93,False,False,False,False,0.7127
task_01862,experimental_canary_model,Simulated Experimental Canary Model response for summarization in healthcare.,0.808,0.84,612,0.00294,0.9,False,True,False,False,0.8493
task_01862,fallback_model,Simulated Fallback Model response for summarization in healthcare.,0.608,0.91,425,0.00126,0.99,False,True,False,False,0.836
task_01863,fast_small_model,Simulated Fast Small Model response for retrieval_qa in insurance.,0.472,0.56,418,0.000784,0.94,False,False,False,False,0.6573
task_01863,balanced_general_model,Simulated Balanced General Model response for retrieval_qa in insurance.,0.782,0.82,805,0.003584,0.96,False,True,False,False,0.854
task_01863,accurate_large_model,Simulated Accurate Large Model response for retrieval_qa in insurance.,0.892,0.87,1435,0.01344,0.95,False,True,False,False,0.904
task_01863,safety_guarded_model,Simulated Safety Guarded Model response for retrieval_qa in insurance.,0.832,0.99,1030,0.008512,0.97,False,True,False,False,0.9307
task_01863,finance_domain_model,Simulated Finance Domain Model response for retrieval_qa in insurance.,0.852,0.88,922,0.006048,0.95,False,True,False,False,0.894
task_01863,healthcare_domain_model,Simulated Healthcare Domain Model response for retrieval_qa in insurance.,0.952,0.98,958,0.00672,0.96,False,True,False,False,0.964
task_01863,code_specialist_model,Simulated Code Specialist Model response for retrieval_qa in insurance.,0.662,0.64,778,0.004928,0.94,False,True,False,False,0.7473
task_01863,cheap_batch_model,Simulated Cheap Batch Model response for retrieval_qa in insurance.,0.332,0.58,598,0.000403,0.93,False,False,False,False,0.614
task_01863,experimental_canary_model,Simulated Experimental Canary Model response for retrieval_qa in insurance.,0.892,0.84,868,0.004704,0.9,False,True,False,False,0.8773
task_01863,fallback_model,Simulated Fallback Model response for retrieval_qa in insurance.,0.612,0.91,670,0.002016,0.99,False,True,False,False,0.8373
task_01864,fast_small_model,Simulated Fast Small Model response for policy_answering in cybersecurity.,0.476,0.56,429,0.000882,0.94,False,False,False,False,0.6587
task_01864,balanced_general_model,Simulated Balanced General Model response for policy_answering in cybersecurity.,0.786,0.82,837,0.004032,0.96,False,True,False,False,0.8553
task_01864,accurate_large_model,Simulated Accurate Large Model response for policy_answering in cybersecurity.,0.896,0.87,1502,0.01512,0.95,False,True,False,False,0.9053
task_01864,safety_guarded_model,Simulated Safety Guarded Model response for policy_answering in cybersecurity.,0.836,0.99,1075,0.009576,0.97,False,True,False,False,0.932
task_01864,finance_domain_model,Simulated Finance Domain Model response for policy_answering in cybersecurity.,0.676,0.88,961,0.006804,0.95,False,True,False,False,0.8353
task_01864,healthcare_domain_model,Simulated Healthcare Domain Model response for policy_answering in cybersecurity.,0.686,0.98,999,0.00756,0.96,False,True,False,False,0.8753
task_01864,code_specialist_model,Simulated Code Specialist Model response for policy_answering in cybersecurity.,0.666,0.64,809,0.005544,0.94,False,True,False,False,0.7487
task_01864,cheap_batch_model,Simulated Cheap Batch Model response for policy_answering in cybersecurity.,0.336,0.58,619,0.000454,0.93,False,False,False,False,0.6153
task_01864,experimental_canary_model,Simulated Experimental Canary Model response for policy_answering in cybersecurity.,0.896,0.84,904,0.005292,0.9,False,True,False,False,0.8787
task_01864,fallback_model,Simulated Fallback Model response for policy_answering in cybersecurity.,0.616,0.91,695,0.002268,0.99,False,True,False,False,0.8387
task_01865,fast_small_model,Simulated Fast Small Model response for fraud_triage in finance.,0.48,0.56,440,0.00049,0.94,False,False,False,False,0.66
task_01865,balanced_general_model,Simulated Balanced General Model response for fraud_triage in finance.,0.79,0.82,870,0.00224,0.96,False,True,False,False,0.8567
task_01865,accurate_large_model,Simulated Accurate Large Model response for fraud_triage in finance.,0.9,0.87,1570,0.0084,0.95,False,True,False,False,0.9067
task_01865,safety_guarded_model,Simulated Safety Guarded Model response for fraud_triage in finance.,0.84,0.99,1120,0.00532,0.97,False,True,False,False,0.9333
task_01865,finance_domain_model,Simulated Finance Domain Model response for fraud_triage in finance.,0.95,0.88,1000,0.00378,0.95,False,True,False,False,0.9267
task_01865,healthcare_domain_model,Simulated Healthcare Domain Model response for fraud_triage in finance.,0.69,0.98,1040,0.0042,0.96,False,True,False,False,0.8767
task_01865,code_specialist_model,Simulated Code Specialist Model response for fraud_triage in finance.,0.67,0.64,840,0.00308,0.94,False,True,False,False,0.75
task_01865,cheap_batch_model,Simulated Cheap Batch Model response for fraud_triage in finance.,0.34,0.58,640,0.000252,0.93,False,False,False,False,0.6167
task_01865,experimental_canary_model,Simulated Experimental Canary Model response for fraud_triage in finance.,0.9,0.84,940,0.00294,0.9,False,True,False,False,0.88
task_01865,fallback_model,Simulated Fallback Model response for fraud_triage in finance.,0.62,0.91,720,0.00126,0.99,False,True,False,False,0.84
task_01866,fast_small_model,Simulated Fast Small Model response for healthcare_claim_review in healthcare.,0.484,0.56,451,0.000588,0.94,False,False,False,False,0.6613
task_01866,balanced_general_model,Simulated Balanced General Model response for healthcare_claim_review in healthcare.,0.794,0.82,902,0.002688,0.96,False,True,False,False,0.858
task_01866,accurate_large_model,Simulated Accurate Large Model response for healthcare_claim_review in healthcare.,0.904,0.87,1637,0.01008,0.95,False,True,False,False,0.908
task_01866,safety_guarded_model,Simulated Safety Guarded Model response for healthcare_claim_review in healthcare.,0.844,0.99,1165,0.006384,0.97,True,True,False,False,0.9347
task_01866,finance_domain_model,Simulated Finance Domain Model response for healthcare_claim_review in healthcare.,0.684,0.88,1039,0.004536,0.95,False,True,False,False,0.838
task_01866,healthcare_domain_model,Simulated Healthcare Domain Model response for healthcare_claim_review in healthcare.,0.964,0.98,1081,0.00504,0.96,False,True,False,False,0.968
task_01866,code_specialist_model,Simulated Code Specialist Model response for healthcare_claim_review in healthcare.,0.674,0.64,871,0.003696,0.94,False,True,False,False,0.7513
task_01866,cheap_batch_model,Simulated Cheap Batch Model response for healthcare_claim_review in healthcare.,0.344,0.58,661,0.000302,0.93,False,False,False,False,0.618
task_01866,experimental_canary_model,Simulated Experimental Canary Model response for healthcare_claim_review in healthcare.,0.824,0.84,976,0.003528,0.9,False,True,False,False,0.8547
task_01866,fallback_model,Simulated Fallback Model response for healthcare_claim_review in healthcare.,0.624,0.91,745,0.001512,0.99,False,True,False,False,0.8413
task_01867,fast_small_model,Simulated Fast Small Model response for finance_explanation in finance.,0.668,0.68,242,0.00049,0.94,False,True,False,False,0.7627
task_01867,balanced_general_model,Simulated Balanced General Model response for finance_explanation in finance.,0.798,0.82,715,0.00224,0.96,False,True,False,False,0.8593
task_01867,accurate_large_model,Simulated Accurate Large Model response for finance_explanation in finance.,0.908,0.87,1485,0.0084,0.95,False,True,False,False,0.9093
task_01867,safety_guarded_model,Simulated Safety Guarded Model response for finance_explanation in finance.,0.848,0.96,990,0.00532,0.97,False,True,False,False,0.926
task_01867,finance_domain_model,Simulated Finance Domain Model response for finance_explanation in finance.,0.958,0.88,858,0.00378,0.95,False,True,False,False,0.9293
task_01867,healthcare_domain_model,Simulated Healthcare Domain Model response for finance_explanation in finance.,0.698,0.94,902,0.0042,0.96,False,True,False,False,0.866
task_01867,code_specialist_model,Simulated Code Specialist Model response for finance_explanation in finance.,0.678,0.76,682,0.00308,0.94,False,True,False,False,0.7927
task_01867,cheap_batch_model,Simulated Cheap Batch Model response for finance_explanation in finance.,0.528,0.7,462,0.000252,0.93,False,False,False,False,0.7193
task_01867,experimental_canary_model,Simulated Experimental Canary Model response for finance_explanation in finance.,0.908,0.84,792,0.00294,0.9,False,True,False,False,0.8827
task_01867,fallback_model,Simulated Fallback Model response for finance_explanation in finance.,0.628,0.91,550,0.00126,0.99,False,True,False,False,0.8427
task_01868,fast_small_model,Simulated Fast Small Model response for customer_support_response in software_engineering.,0.672,0.68,252,0.00056,0.94,False,True,False,False,0.764
task_01868,balanced_general_model,Simulated Balanced General Model response for customer_support_response in software_engineering.,0.802,0.82,747,0.00256,0.96,False,True,False,False,0.8607
task_01868,accurate_large_model,Simulated Accurate Large Model response for customer_support_response in software_engineering.,0.912,0.87,1552,0.0096,0.95,False,True,False,False,0.9107
task_01868,safety_guarded_model,Simulated Safety Guarded Model response for customer_support_response in software_engineering.,0.852,0.96,1035,0.00608,0.97,False,True,False,False,0.9273
task_01868,finance_domain_model,Simulated Finance Domain Model response for customer_support_response in software_engineering.,0.692,0.88,896,0.00432,0.95,False,True,False,False,0.8407
task_01868,healthcare_domain_model,Simulated Healthcare Domain Model response for customer_support_response in software_engineering.,0.702,0.94,942,0.0048,0.96,False,True,False,False,0.8673
task_01868,code_specialist_model,Simulated Code Specialist Model response for customer_support_response in software_engineering.,0.682,0.76,713,0.00352,0.94,False,True,False,False,0.794
task_01868,cheap_batch_model,Simulated Cheap Batch Model response for customer_support_response in software_engineering.,0.532,0.7,482,0.000288,0.93,False,False,False,False,0.7207
task_01868,experimental_canary_model,Simulated Experimental Canary Model response for customer_support_response in software_engineering.,0.912,0.84,827,0.00336,0.9,False,True,False,False,0.884
task_01868,fallback_model,Simulated Fallback Model response for customer_support_response in software_engineering.,0.632,0.91,575,0.00144,0.99,False,True,False,False,0.844
task_01869,fast_small_model,Simulated Fast Small Model response for code_assistance in software_engineering.,0.676,0.68,187,0.00063,0.94,False,True,False,False,0.7653
task_01869,balanced_general_model,Simulated Balanced General Model response for code_assistance in software_engineering.,0.806,0.82,552,0.00288,0.96,False,True,False,False,0.862
task_01869,accurate_large_model,Simulated Accurate Large Model response for code_assistance in software_engineering.,0.916,0.87,1147,0.0108,0.95,False,True,False,False,0.912
task_01869,safety_guarded_model,Simulated Safety Guarded Model response for code_assistance in software_engineering.,0.856,0.96,765,0.00684,0.97,False,True,False,False,0.9287
task_01869,finance_domain_model,Simulated Finance Domain Model response for code_assistance in software_engineering.,0.696,0.88,663,0.00486,0.95,False,True,False,False,0.842
task_01869,healthcare_domain_model,Simulated Healthcare Domain Model response for code_assistance in software_engineering.,0.706,0.94,697,0.0054,0.96,False,True,False,False,0.8687
task_01869,code_specialist_model,Simulated Code Specialist Model response for code_assistance in software_engineering.,0.99,0.76,527,0.00396,0.94,False,True,False,False,0.8967
task_01869,cheap_batch_model,Simulated Cheap Batch Model response for code_assistance in software_engineering.,0.536,0.7,357,0.000324,0.93,False,False,False,False,0.722
task_01869,experimental_canary_model,Simulated Experimental Canary Model response for code_assistance in software_engineering.,0.916,0.84,612,0.00378,0.9,False,True,False,False,0.8853
task_01869,fallback_model,Simulated Fallback Model response for code_assistance in software_engineering.,0.636,0.91,425,0.00162,0.99,False,True,False,False,0.8453
task_01870,fast_small_model,Simulated Fast Small Model response for safety_sensitive_answer in healthcare.,0.5,0.56,418,0.00049,0.94,False,False,False,False,0.6667
task_01870,balanced_general_model,Simulated Balanced General Model response for safety_sensitive_answer in healthcare.,0.81,0.82,805,0.00224,0.96,False,True,False,False,0.8633
task_01870,accurate_large_model,Simulated Accurate Large Model response for safety_sensitive_answer in healthcare.,0.92,0.87,1435,0.0084,0.95,False,True,False,False,0.9133
task_01870,safety_guarded_model,Simulated Safety Guarded Model response for safety_sensitive_answer in healthcare.,0.86,0.99,1030,0.00532,0.97,False,True,False,False,0.94
task_01870,finance_domain_model,Simulated Finance Domain Model response for safety_sensitive_answer in healthcare.,0.7,0.88,922,0.00378,0.95,False,True,False,False,0.8433
task_01870,healthcare_domain_model,Simulated Healthcare Domain Model response for safety_sensitive_answer in healthcare.,0.98,0.98,958,0.0042,0.96,False,True,False,False,0.9733
task_01870,code_specialist_model,Simulated Code Specialist Model response for safety_sensitive_answer in healthcare.,0.69,0.64,778,0.00308,0.94,False,True,False,False,0.7567
task_01870,cheap_batch_model,Simulated Cheap Batch Model response for safety_sensitive_answer in healthcare.,0.36,0.58,598,0.000252,0.93,False,False,False,False,0.6233
task_01870,experimental_canary_model,Simulated Experimental Canary Model response for safety_sensitive_answer in healthcare.,0.84,0.84,868,0.00294,0.85,False,True,False,False,0.8433
task_01870,fallback_model,Simulated Fallback Model response for safety_sensitive_answer in healthcare.,0.64,0.91,670,0.00126,0.99,False,True,False,False,0.8467
task_01871,fast_small_model,Simulated Fast Small Model response for batch_low_risk_summary in healthcare.,0.684,0.68,209,0.00042,0.94,False,True,False,False,0.768
task_01871,balanced_general_model,Simulated Balanced General Model response for batch_low_risk_summary in healthcare.,0.814,0.82,617,0.00192,0.96,False,True,False,False,0.8647
task_01871,accurate_large_model,Simulated Accurate Large Model response for batch_low_risk_summary in healthcare.,0.924,0.87,1282,0.0072,0.95,False,True,False,False,0.9147
task_01871,safety_guarded_model,Simulated Safety Guarded Model response for batch_low_risk_summary in healthcare.,0.864,0.96,855,0.00456,0.97,False,True,False,False,0.9313
task_01871,finance_domain_model,Simulated Finance Domain Model response for batch_low_risk_summary in healthcare.,0.704,0.88,741,0.00324,0.95,False,True,False,False,0.8447
task_01871,healthcare_domain_model,Simulated Healthcare Domain Model response for batch_low_risk_summary in healthcare.,0.804,0.94,779,0.0036,0.96,False,True,False,False,0.9013
task_01871,code_specialist_model,Simulated Code Specialist Model response for batch_low_risk_summary in healthcare.,0.694,0.76,589,0.00264,0.94,False,True,False,False,0.798
task_01871,cheap_batch_model,Simulated Cheap Batch Model response for batch_low_risk_summary in healthcare.,0.624,0.7,399,0.000216,0.93,False,True,False,False,0.7513
task_01871,experimental_canary_model,Simulated Experimental Canary Model response for batch_low_risk_summary in healthcare.,0.844,0.84,684,0.00252,0.9,False,True,False,False,0.8613
task_01871,fallback_model,Simulated Fallback Model response for batch_low_risk_summary in healthcare.,0.644,0.91,475,0.00108,0.99,False,True,False,False,0.848
task_01872,fast_small_model,Simulated Fast Small Model response for classification in cybersecurity.,0.456,0.56,440,0.000686,0.94,False,False,False,False,0.652
task_01872,balanced_general_model,Simulated Balanced General Model response for classification in cybersecurity.,0.766,0.82,870,0.003136,0.96,False,True,False,False,0.8487
task_01872,accurate_large_model,Simulated Accurate Large Model response for classification in cybersecurity.,0.876,0.87,1570,0.01176,0.95,False,True,False,False,0.8987
task_01872,safety_guarded_model,Simulated Safety Guarded Model response for classification in cybersecurity.,0.816,0.99,1120,0.007448,0.97,True,True,False,False,0.9253
task_01872,finance_domain_model,Simulated Finance Domain Model response for classification in cybersecurity.,0.656,0.88,1000,0.005292,0.95,False,True,False,False,0.8287
task_01872,healthcare_domain_model,Simulated Healthcare Domain Model response for classification in cybersecurity.,0.666,0.98,1040,0.00588,0.96,False,True,False,False,0.8687
task_01872,code_specialist_model,Simulated Code Specialist Model response for classification in cybersecurity.,0.826,0.64,840,0.004312,0.94,False,True,False,False,0.802
task_01872,cheap_batch_model,Simulated Cheap Batch Model response for classification in cybersecurity.,0.316,0.58,640,0.000353,0.93,False,False,False,False,0.6087
task_01872,experimental_canary_model,Simulated Experimental Canary Model response for classification in cybersecurity.,0.876,0.84,940,0.004116,0.9,False,True,False,False,0.872
task_01872,fallback_model,Simulated Fallback Model response for classification in cybersecurity.,0.596,0.91,720,0.001764,0.99,False,True,False,False,0.832
task_01873,fast_small_model,Simulated Fast Small Model response for extraction in retail.,0.64,0.68,231,0.00056,0.94,False,True,False,False,0.7533
task_01873,balanced_general_model,Simulated Balanced General Model response for extraction in retail.,0.77,0.82,682,0.00256,0.96,False,True,False,False,0.85
task_01873,accurate_large_model,Simulated Accurate Large Model response for extraction in retail.,0.88,0.87,1417,0.0096,0.95,False,True,False,False,0.9
task_01873,safety_guarded_model,Simulated Safety Guarded Model response for extraction in retail.,0.82,0.96,945,0.00608,0.97,False,True,False,False,0.9167
task_01873,finance_domain_model,Simulated Finance Domain Model response for extraction in retail.,0.66,0.88,819,0.00432,0.95,False,True,False,False,0.83
task_01873,healthcare_domain_model,Simulated Healthcare Domain Model response for extraction in retail.,0.67,0.94,861,0.0048,0.96,False,True,False,False,0.8567
task_01873,code_specialist_model,Simulated Code Specialist Model response for extraction in retail.,0.65,0.76,651,0.00352,0.94,False,True,False,False,0.7833
task_01873,cheap_batch_model,Simulated Cheap Batch Model response for extraction in retail.,0.68,0.7,441,0.000288,0.93,False,True,False,False,0.77
task_01873,experimental_canary_model,Simulated Experimental Canary Model response for extraction in retail.,0.88,0.84,756,0.00336,0.9,False,True,False,False,0.8733
task_01873,fallback_model,Simulated Fallback Model response for extraction in retail.,0.6,0.91,525,0.00144,0.99,False,True,False,False,0.8333
task_01874,fast_small_model,Simulated Fast Small Model response for summarization in customer_support.,0.644,0.68,242,0.00063,0.94,False,True,False,False,0.7547
task_01874,balanced_general_model,Simulated Balanced General Model response for summarization in customer_support.,0.774,0.82,715,0.00288,0.96,False,True,False,False,0.8513
task_01874,accurate_large_model,Simulated Accurate Large Model response for summarization in customer_support.,0.884,0.87,1485,0.0108,0.95,False,True,False,False,0.9013
task_01874,safety_guarded_model,Simulated Safety Guarded Model response for summarization in customer_support.,0.824,0.96,990,0.00684,0.97,False,True,False,False,0.918
task_01874,finance_domain_model,Simulated Finance Domain Model response for summarization in customer_support.,0.664,0.88,858,0.00486,0.95,False,True,False,False,0.8313
task_01874,healthcare_domain_model,Simulated Healthcare Domain Model response for summarization in customer_support.,0.674,0.94,902,0.0054,0.96,False,True,False,False,0.858
task_01874,code_specialist_model,Simulated Code Specialist Model response for summarization in customer_support.,0.654,0.76,682,0.00396,0.94,False,True,False,False,0.7847
task_01874,cheap_batch_model,Simulated Cheap Batch Model response for summarization in customer_support.,0.684,0.7,462,0.000324,0.93,False,True,False,False,0.7713
task_01874,experimental_canary_model,Simulated Experimental Canary Model response for summarization in customer_support.,0.884,0.84,792,0.00378,0.9,False,True,False,False,0.8747
task_01874,fallback_model,Simulated Fallback Model response for summarization in customer_support.,0.604,0.91,550,0.00162,0.99,False,True,False,False,0.8347
task_01875,fast_small_model,Simulated Fast Small Model response for retrieval_qa in legal.,0.468,0.56,473,0.00049,0.94,False,False,False,False,0.656
task_01875,balanced_general_model,Simulated Balanced General Model response for retrieval_qa in legal.,0.778,0.82,967,0.00224,0.96,False,True,False,False,0.8527
task_01875,accurate_large_model,Simulated Accurate Large Model response for retrieval_qa in legal.,0.888,0.87,1772,0.0084,0.95,False,True,False,False,0.9027
task_01875,safety_guarded_model,Simulated Safety Guarded Model response for retrieval_qa in legal.,0.828,0.99,1255,0.00532,0.97,False,True,False,False,0.9293
task_01875,finance_domain_model,Simulated Finance Domain Model response for retrieval_qa in legal.,0.668,0.88,1117,0.00378,0.95,False,True,False,False,0.8327
task_01875,healthcare_domain_model,Simulated Healthcare Domain Model response for retrieval_qa in legal.,0.858,0.98,1163,0.0042,0.96,False,True,False,False,0.9327
task_01875,code_specialist_model,Simulated Code Specialist Model response for retrieval_qa in legal.,0.658,0.64,933,0.00308,0.94,False,True,False,False,0.746
task_01875,cheap_batch_model,Simulated Cheap Batch Model response for retrieval_qa in legal.,0.328,0.58,703,0.000252,0.93,False,False,False,False,0.6127
task_01875,experimental_canary_model,Simulated Experimental Canary Model response for retrieval_qa in legal.,0.808,0.84,1048,0.00294,0.9,False,True,False,False,0.8493
task_01875,fallback_model,Simulated Fallback Model response for retrieval_qa in legal.,0.608,0.91,795,0.00126,0.99,False,True,False,False,0.836
task_01876,fast_small_model,Simulated Fast Small Model response for policy_answering in software_engineering.,0.472,0.56,407,0.000588,0.94,False,False,False,False,0.6573
task_01876,balanced_general_model,Simulated Balanced General Model response for policy_answering in software_engineering.,0.782,0.82,772,0.002688,0.96,False,True,False,False,0.854
task_01876,accurate_large_model,Simulated Accurate Large Model response for policy_answering in software_engineering.,0.892,0.87,1367,0.01008,0.95,False,True,False,False,0.904
task_01876,safety_guarded_model,Simulated Safety Guarded Model response for policy_answering in software_engineering.,0.832,0.99,985,0.006384,0.97,False,True,False,False,0.9307
task_01876,finance_domain_model,Simulated Finance Domain Model response for policy_answering in software_engineering.,0.672,0.88,883,0.004536,0.95,False,True,False,False,0.834
task_01876,healthcare_domain_model,Simulated Healthcare Domain Model response for policy_answering in software_engineering.,0.682,0.98,917,0.00504,0.96,False,True,False,False,0.874
task_01876,code_specialist_model,Simulated Code Specialist Model response for policy_answering in software_engineering.,0.662,0.64,747,0.003696,0.94,False,True,False,False,0.7473
task_01876,cheap_batch_model,Simulated Cheap Batch Model response for policy_answering in software_engineering.,0.332,0.58,577,0.000302,0.93,False,False,False,False,0.614
task_01876,experimental_canary_model,Simulated Experimental Canary Model response for policy_answering in software_engineering.,0.892,0.84,832,0.003528,0.9,False,True,False,False,0.8773
task_01876,fallback_model,Simulated Fallback Model response for policy_answering in software_engineering.,0.612,0.91,645,0.001512,0.99,False,True,False,False,0.8373
task_01877,fast_small_model,Simulated Fast Small Model response for fraud_triage in finance.,0.476,0.56,418,0.000686,0.94,False,False,False,False,0.6587
task_01877,balanced_general_model,Simulated Balanced General Model response for fraud_triage in finance.,0.786,0.82,805,0.003136,0.96,False,True,False,False,0.8553
task_01877,accurate_large_model,Simulated Accurate Large Model response for fraud_triage in finance.,0.896,0.87,1435,0.01176,0.95,False,True,False,False,0.9053
task_01877,safety_guarded_model,Simulated Safety Guarded Model response for fraud_triage in finance.,0.836,0.99,1030,0.007448,0.97,False,True,False,False,0.932
task_01877,finance_domain_model,Simulated Finance Domain Model response for fraud_triage in finance.,0.946,0.88,922,0.005292,0.95,False,True,False,False,0.9253
task_01877,healthcare_domain_model,Simulated Healthcare Domain Model response for fraud_triage in finance.,0.686,0.98,958,0.00588,0.96,False,True,False,False,0.8753
task_01877,code_specialist_model,Simulated Code Specialist Model response for fraud_triage in finance.,0.666,0.64,778,0.004312,0.94,False,True,False,False,0.7487
task_01877,cheap_batch_model,Simulated Cheap Batch Model response for fraud_triage in finance.,0.336,0.58,598,0.000353,0.93,False,False,False,False,0.6153
task_01877,experimental_canary_model,Simulated Experimental Canary Model response for fraud_triage in finance.,0.896,0.84,868,0.004116,0.9,False,True,False,False,0.8787
task_01877,fallback_model,Simulated Fallback Model response for fraud_triage in finance.,0.616,0.91,670,0.001764,0.99,False,True,False,False,0.8387
task_01878,fast_small_model,Simulated Fast Small Model response for healthcare_claim_review in healthcare.,0.48,0.56,429,0.000784,0.94,False,False,False,False,0.66
